num_date_time,answer
1 2020-08-28 13,8356.40381234379
1 2020-08-28 14,8355.954958982009
1 2020-08-28 15,8370.445715140891
1 2020-08-28 16,8351.006870131881
1 2020-08-28 17,8312.390900849532
1 2020-08-28 18,8317.898398076855
1 2020-08-28 19,8347.836744190778
1 2020-08-28 20,8404.89161336552
1 2020-08-28 21,8499.790887122208
1 2020-08-28 22,8550.91873768235
1 2020-08-28 23,8577.99096475013
1 2020-08-29 00,8478.25390287938
1 2020-08-29 01,8437.806321905255
1 2020-08-29 02,8438.18524858663
1 2020-08-29 03,8425.936626482217
1 2020-08-29 04,8415.50386273154
1 2020-08-29 05,8383.48526670103
1 2020-08-29 06,8345.543422116396
1 2020-08-29 07,8424.730854873098
1 2020-08-29 08,8387.45207730847
1 2020-08-29 09,8337.08173495045
1 2020-08-29 10,8308.94026385861
1 2020-08-29 11,8295.775667710495
1 2020-08-29 12,8243.339835146966
1 2020-08-29 13,8274.545789180978
1 2020-08-29 14,8310.600994739532
1 2020-08-29 15,8311.373923408431
1 2020-08-29 16,8303.585826567056
1 2020-08-29 17,8313.542921787823
1 2020-08-29 18,8326.523829813972
1 2020-08-29 19,8349.67383272443
1 2020-08-29 20,8400.853684329497
1 2020-08-29 21,8421.910391344903
1 2020-08-29 22,8486.666720150879
1 2020-08-29 23,8574.792037163952
1 2020-08-30 00,8644.985400016596
1 2020-08-30 01,8584.133416294084
1 2020-08-30 02,8503.784551217926
1 2020-08-30 03,8418.792318929145
1 2020-08-30 04,8353.193452929536
1 2020-08-30 05,8327.26114756364
1 2020-08-30 06,8294.611706298696
1 2020-08-30 07,8297.035010673822
1 2020-08-30 08,8297.00410640563
1 2020-08-30 09,8265.666144362796
1 2020-08-30 10,8289.007543736221
1 2020-08-30 11,8287.280095038106
1 2020-08-30 12,8271.036739689585
1 2020-08-30 13,8325.05788644042
1 2020-08-30 14,8316.022302033063
1 2020-08-30 15,8321.04401370042
1 2020-08-30 16,8313.109041834648
1 2020-08-30 17,8249.571375746067
1 2020-08-30 18,8203.68207464506
1 2020-08-30 19,8334.681126201924
1 2020-08-30 20,8403.33217246413
1 2020-08-30 21,8426.719106040424
1 2020-08-30 22,8482.187775435697
1 2020-08-30 23,8603.141828600477
1 2020-08-31 00,8513.390065294949
1 2020-08-31 01,8453.084019368313
1 2020-08-31 02,8359.425369123359
1 2020-08-31 03,8310.922637524649
1 2020-08-31 04,8275.349107969336
1 2020-08-31 05,8234.01511969524
1 2020-08-31 06,8149.93295040729
1 2020-08-31 07,8191.13835072656
1 2020-08-31 08,8227.23080876602
1 2020-08-31 09,8210.915892823532
1 2020-08-31 10,8197.578025520903
1 2020-08-31 11,8215.78514862585
1 2020-08-31 12,8201.925640449723
1 2020-08-31 13,8167.157611183889
1 2020-08-31 14,8187.250543066527
1 2020-08-31 15,8184.5045021538335
1 2020-08-31 16,8178.753653183081
1 2020-08-31 17,8142.524255127391
1 2020-08-31 18,8161.429449306093
1 2020-08-31 19,8201.186569914256
1 2020-08-31 20,8193.718608434272
1 2020-08-31 21,8203.92090999119
1 2020-08-31 22,8243.159400728764
1 2020-08-31 23,8328.65979537066
2 2020-08-25 00,581.568019538428
2 2020-08-25 01,554.6709246598597
2 2020-08-25 02,549.4548622648707
2 2020-08-25 03,541.4975452091398
2 2020-08-25 04,510.4113490490163
2 2020-08-25 05,558.902671259177
2 2020-08-25 06,595.6028314145177
2 2020-08-25 07,1361.4010092416006
2 2020-08-25 08,1353.2923618082643
2 2020-08-25 09,1342.8974435858477
2 2020-08-25 10,1303.2811439720183
2 2020-08-25 11,1310.626487340688
2 2020-08-25 12,1246.5691047319067
2 2020-08-25 13,1297.186417187158
2 2020-08-25 14,1298.9009292340806
2 2020-08-25 15,1275.9251058593975
2 2020-08-25 16,1351.6327804845291
2 2020-08-25 17,1249.292669915305
2 2020-08-25 18,1288.802270379675
2 2020-08-25 19,1323.0007110458912
2 2020-08-25 20,1324.1209630676597
2 2020-08-25 21,1449.2180799049129
2 2020-08-25 22,1369.766732106048
2 2020-08-25 23,1322.1265190539746
2 2020-08-26 00,558.1405419494625
2 2020-08-26 01,541.1727089438895
2 2020-08-26 02,517.8205566700567
2 2020-08-26 03,556.7656788622776
2 2020-08-26 04,546.0285529278551
2 2020-08-26 05,517.1448150759292
2 2020-08-26 06,604.1823808640343
2 2020-08-26 07,851.016011516827
2 2020-08-26 08,1359.3739829317644
2 2020-08-26 09,1690.8765130958027
2 2020-08-26 10,1483.2894968106627
2 2020-08-26 11,1465.8477526143874
2 2020-08-26 12,1262.34967379315
2 2020-08-26 13,1383.8815182484059
2 2020-08-26 14,1389.8278945855666
2 2020-08-26 15,1387.2953530308534
2 2020-08-26 16,1441.3067379657023
2 2020-08-26 17,1445.8623442662083
2 2020-08-26 18,1379.8428906262582
2 2020-08-26 19,1381.6766918336284
2 2020-08-26 20,1312.2902287411991
2 2020-08-26 21,946.0600630935232
2 2020-08-26 22,912.3054862186535
2 2020-08-26 23,870.1528761221816
2 2020-08-27 00,500.3677407766952
2 2020-08-27 01,816.2558693637545
2 2020-08-27 02,776.7755647400724
2 2020-08-27 03,764.7615304306498
2 2020-08-27 04,842.8720394163674
2 2020-08-27 05,851.4696412874127
2 2020-08-27 06,1022.7925096359552
2 2020-08-27 07,1222.5918876365527
2 2020-08-27 08,1432.3846177352325
2 2020-08-27 09,1458.377830984592
2 2020-08-27 10,1542.5082914456427
2 2020-08-27 11,1519.5378814819578
2 2020-08-27 12,1509.9436678201046
2 2020-08-27 13,1507.9828724601784
2 2020-08-27 14,1515.7025575097919
2 2020-08-27 15,1496.271609034175
2 2020-08-27 16,2643.8094233962966
2 2020-08-27 17,2574.2656298626953
2 2020-08-27 18,2502.212470939505
2 2020-08-27 19,2489.498459967841
2 2020-08-27 20,2504.1743089303254
2 2020-08-27 21,1005.1632284645975
2 2020-08-27 22,975.7960184007543
2 2020-08-27 23,1035.6165381530382
2 2020-08-28 00,643.7437805823749
2 2020-08-28 01,947.8639106895637
2 2020-08-28 02,948.2146542633708
2 2020-08-28 03,911.94783563584
2 2020-08-28 04,907.6346823226158
2 2020-08-28 05,918.9315105270814
2 2020-08-28 06,1052.872730652684
2 2020-08-28 07,2713.6719951261703
2 2020-08-28 08,2802.8169544913144
2 2020-08-28 09,2580.3851164741877
2 2020-08-28 10,2620.2326162695563
2 2020-08-28 11,2578.229688126461
2 2020-08-28 12,2433.0427615382796
2 2020-08-28 13,2604.7446549459046
2 2020-08-28 14,2610.601200642787
2 2020-08-28 15,2618.0870351598032
2 2020-08-28 16,2614.4256160645855
2 2020-08-28 17,2534.7147035620787
2 2020-08-28 18,1298.5303787961552
2 2020-08-28 19,2454.5422823909166
2 2020-08-28 20,2484.793544314197
2 2020-08-28 21,978.5688947882088
2 2020-08-28 22,971.766890831665
2 2020-08-28 23,1038.9516943922436
2 2020-08-29 00,1000.977441124197
2 2020-08-29 01,970.8901744826744
2 2020-08-29 02,947.5676577020599
2 2020-08-29 03,885.8559569046901
2 2020-08-29 04,888.1759759476781
2 2020-08-29 05,898.3339524691887
2 2020-08-29 06,943.4442871769704
2 2020-08-29 07,2385.3540916188176
2 2020-08-29 08,2429.6708600891284
2 2020-08-29 09,2304.529172637186
2 2020-08-29 10,2367.340911836922
2 2020-08-29 11,2353.1585501330837
2 2020-08-29 12,2116.919900902178
2 2020-08-29 13,2224.864582884362
2 2020-08-29 14,2314.241860116518
2 2020-08-29 15,2301.819288193799
2 2020-08-29 16,2271.0365653525037
2 2020-08-29 17,2331.246865183823
2 2020-08-29 18,1163.9244631820932
2 2020-08-29 19,1159.1487689885823
2 2020-08-29 20,1166.8267075593526
2 2020-08-29 21,1317.4873127338667
2 2020-08-29 22,1289.108487921808
2 2020-08-29 23,1307.2632948891408
2 2020-08-30 00,618.0434244342047
2 2020-08-30 01,610.7726065831263
2 2020-08-30 02,581.6129927177918
2 2020-08-30 03,541.9280342403713
2 2020-08-30 04,554.7978123583405
2 2020-08-30 05,593.990730224737
2 2020-08-30 06,563.1631814853929
2 2020-08-30 07,1079.623021862225
2 2020-08-30 08,1132.1186865568425
2 2020-08-30 09,1020.1233751447417
2 2020-08-30 10,1070.1521141252401
2 2020-08-30 11,1097.5038160918168
2 2020-08-30 12,982.7763812715261
2 2020-08-30 13,1072.2014363071225
2 2020-08-30 14,1031.2630573626543
2 2020-08-30 15,1053.0454106714947
2 2020-08-30 16,1042.6220688053472
2 2020-08-30 17,1033.1530086190708
2 2020-08-30 18,1098.0280981311407
2 2020-08-30 19,1204.0416198085786
2 2020-08-30 20,1177.1008605789082
2 2020-08-30 21,909.1938068800141
2 2020-08-30 22,866.4125194622526
2 2020-08-30 23,885.516650509077
2 2020-08-31 00,557.2793760567388
2 2020-08-31 01,530.1507371972066
2 2020-08-31 02,509.388407681438
2 2020-08-31 03,496.57888013376567
2 2020-08-31 04,504.8708416315606
2 2020-08-31 05,522.1355625518897
2 2020-08-31 06,610.5244410492658
2 2020-08-31 07,1266.3740895765752
2 2020-08-31 08,1294.3301191675525
2 2020-08-31 09,1328.5659389415996
2 2020-08-31 10,1294.0031449397798
2 2020-08-31 11,1350.2669919435762
2 2020-08-31 12,1646.3095076992909
2 2020-08-31 13,1352.0265421467525
2 2020-08-31 14,1332.8106300747475
2 2020-08-31 15,1280.8054507153256
2 2020-08-31 16,1340.8890791703916
2 2020-08-31 17,1275.1424286142556
2 2020-08-31 18,1314.3945131245373
2 2020-08-31 19,1360.912137675079
2 2020-08-31 20,1349.5121865189653
2 2020-08-31 21,926.6865560781771
2 2020-08-31 22,898.1416482491711
2 2020-08-31 23,913.0088433878777
3 2020-08-25 00,1410.8358350575443
3 2020-08-25 01,1403.5537681093915
3 2020-08-25 02,1356.7992137357664
3 2020-08-25 03,1353.3163595322599
3 2020-08-25 04,1328.7232134170233
3 2020-08-25 05,1270.8218048204155
3 2020-08-25 06,1270.385487427648
3 2020-08-25 07,1699.0113420193177
3 2020-08-25 08,1717.9481281885217
3 2020-08-25 09,1772.460657066559
3 2020-08-25 10,1772.9929218955388
3 2020-08-25 11,1758.1549091342908
3 2020-08-25 12,1710.7311644914316
3 2020-08-25 13,1700.8480673325175
3 2020-08-25 14,1634.6159145858555
3 2020-08-25 15,1659.1139776392124
3 2020-08-25 16,1635.8989601870912
3 2020-08-25 17,1651.3223505702792
3 2020-08-25 18,1677.054833000818
3 2020-08-25 19,1739.3912972627172
3 2020-08-25 20,1745.4216561266362
3 2020-08-25 21,1792.2683250734867
3 2020-08-25 22,1778.866553371703
3 2020-08-25 23,1883.9576084562336
3 2020-08-26 00,1371.5839279073666
3 2020-08-26 01,1360.1339924254278
3 2020-08-26 02,1331.2300577215465
3 2020-08-26 03,1320.2996792860984
3 2020-08-26 04,1313.6232128014233
3 2020-08-26 05,1293.9536762956684
3 2020-08-26 06,1308.8022233123404
3 2020-08-26 07,1683.61736670162
3 2020-08-26 08,1755.3355929901172
3 2020-08-26 09,1852.072967850952
3 2020-08-26 10,1895.4371316783554
3 2020-08-26 11,1856.022250257045
3 2020-08-26 12,1837.37765452588
3 2020-08-26 13,1847.9540116605635
3 2020-08-26 14,1850.74505485218
3 2020-08-26 15,1844.3882568373683
3 2020-08-26 16,1808.7895152059182
3 2020-08-26 17,1789.1074886013012
3 2020-08-26 18,1796.6296840536988
3 2020-08-26 19,3109.0603750470823
3 2020-08-26 20,3093.8278990053063
3 2020-08-26 21,2450.452350716327
3 2020-08-26 22,2508.9473941374868
3 2020-08-26 23,2510.3859531524013
3 2020-08-27 00,2660.4150578844256
3 2020-08-27 01,2640.6874310345606
3 2020-08-27 02,2568.277437330054
3 2020-08-27 03,2519.3589896924327
3 2020-08-27 04,2456.452610318256
3 2020-08-27 05,2358.9481895780923
3 2020-08-27 06,1206.0738108890962
3 2020-08-27 07,2403.0270392515276
3 2020-08-27 08,2325.9601234408287
3 2020-08-27 09,2441.471501873525
3 2020-08-27 10,3245.2879819469804
3 2020-08-27 11,3193.389820946213
3 2020-08-27 12,3170.1724955394884
3 2020-08-27 13,3212.5107010425727
3 2020-08-27 14,3212.1287051237223
3 2020-08-27 15,3197.8316216386766
3 2020-08-27 16,3202.9274910142067
3 2020-08-27 17,3130.3797168229517
3 2020-08-27 18,3095.0249912341856
3 2020-08-27 19,3124.4325635363903
3 2020-08-27 20,3153.650899857943
3 2020-08-27 21,2430.857532751844
3 2020-08-27 22,2433.549037316629
3 2020-08-27 23,2503.428562082845
3 2020-08-28 00,2729.6295126964005
3 2020-08-28 01,2647.920340025739
3 2020-08-28 02,2581.0647699874694
3 2020-08-28 03,2544.895329431048
3 2020-08-28 04,2491.7932283215882
3 2020-08-28 05,2477.0593481830197
3 2020-08-28 06,2468.0272786682217
3 2020-08-28 07,3199.862010628753
3 2020-08-28 08,3299.752846791018
3 2020-08-28 09,3250.128092674471
3 2020-08-28 10,3274.463135206583
3 2020-08-28 11,3255.341801920928
3 2020-08-28 12,3260.495593428891
3 2020-08-28 13,3269.8984178099463
3 2020-08-28 14,3298.524582613064
3 2020-08-28 15,3339.7118549187576
3 2020-08-28 16,3315.1618174191726
3 2020-08-28 17,3207.6623189483294
3 2020-08-28 18,3152.2281180923665
3 2020-08-28 19,3187.082217463972
3 2020-08-28 20,3206.066553391661
3 2020-08-28 21,2504.2546603760698
3 2020-08-28 22,2508.8268123516054
3 2020-08-28 23,2556.9311148362417
3 2020-08-29 00,1412.1637626853021
3 2020-08-29 01,2726.4007110661387
3 2020-08-29 02,2653.187825387471
3 2020-08-29 03,2572.2004430631796
3 2020-08-29 04,2514.6641180263236
3 2020-08-29 05,2499.2234841650866
3 2020-08-29 06,2426.4147169647176
3 2020-08-29 07,3235.435683940797
3 2020-08-29 08,3271.7298765505407
3 2020-08-29 09,3150.37555530592
3 2020-08-29 10,3166.821460697681
3 2020-08-29 11,3125.336571840673
3 2020-08-29 12,2329.5515360574627
3 2020-08-29 13,3115.2449111043115
3 2020-08-29 14,3106.0909686824507
3 2020-08-29 15,3129.348142641975
3 2020-08-29 16,3131.707200798931
3 2020-08-29 17,3132.4504978765176
3 2020-08-29 18,2354.853460383413
3 2020-08-29 19,2349.6303511650462
3 2020-08-29 20,2408.9732590143503
3 2020-08-29 21,2479.7682990919952
3 2020-08-29 22,2494.2743375634923
3 2020-08-29 23,2561.5325567572054
3 2020-08-30 00,2709.4934324217634
3 2020-08-30 01,2656.4009425175846
3 2020-08-30 02,2578.493028295599
3 2020-08-30 03,2536.749858573463
3 2020-08-30 04,2483.3198354709593
3 2020-08-30 05,2451.9356474938577
3 2020-08-30 06,2399.547434004731
3 2020-08-30 07,2502.7771940496855
3 2020-08-30 08,2333.355996425638
3 2020-08-30 09,2263.8059507004573
3 2020-08-30 10,2333.172134256795
3 2020-08-30 11,2308.9071297752193
3 2020-08-30 12,1543.1421460126946
3 2020-08-30 13,1617.113126526645
3 2020-08-30 14,1673.1179823829673
3 2020-08-30 15,1686.004628632155
3 2020-08-30 16,1694.3913838743406
3 2020-08-30 17,1663.9466118663213
3 2020-08-30 18,1641.043990665041
3 2020-08-30 19,1703.4996910709792
3 2020-08-30 20,1760.4003187117405
3 2020-08-30 21,1808.0800435149122
3 2020-08-30 22,1791.5983118510749
3 2020-08-30 23,1827.2623071904698
3 2020-08-31 00,1364.403802335107
3 2020-08-31 01,1332.6898651490917
3 2020-08-31 02,1342.1982051507275
3 2020-08-31 03,1328.4175076316396
3 2020-08-31 04,1309.0243969504245
3 2020-08-31 05,1275.086885832186
3 2020-08-31 06,1279.2662707750285
3 2020-08-31 07,1702.962838112709
3 2020-08-31 08,1672.6189414380083
3 2020-08-31 09,1790.3201204378515
3 2020-08-31 10,1817.0081974789077
3 2020-08-31 11,1800.2620760405046
3 2020-08-31 12,1701.0348344121437
3 2020-08-31 13,1776.9360927940486
3 2020-08-31 14,1806.6565420689576
3 2020-08-31 15,1751.1542095690486
3 2020-08-31 16,1774.7977802363353
3 2020-08-31 17,1774.4709945827794
3 2020-08-31 18,1757.752102841811
3 2020-08-31 19,1768.8386740182311
3 2020-08-31 20,1779.6686336475937
3 2020-08-31 21,1752.5386539703122
3 2020-08-31 22,1777.5389201437267
3 2020-08-31 23,1800.9299006062433
4 2020-08-25 00,574.7058556194893
4 2020-08-25 01,498.82736736816656
4 2020-08-25 02,514.8771809608003
4 2020-08-25 03,443.6742430244129
4 2020-08-25 04,411.4343616061017
4 2020-08-25 05,394.8241405018935
4 2020-08-25 06,444.9894306871542
4 2020-08-25 07,344.8742715134971
4 2020-08-25 08,607.1166672918868
4 2020-08-25 09,800.8469010705642
4 2020-08-25 10,1251.689802954761
4 2020-08-25 11,1238.6151940983113
4 2020-08-25 12,1130.0945157871893
4 2020-08-25 13,1158.893469757975
4 2020-08-25 14,1046.0971618838514
4 2020-08-25 15,1039.380122910742
4 2020-08-25 16,1115.047230300573
4 2020-08-25 17,1016.3674211242339
4 2020-08-25 18,1013.2240639250008
4 2020-08-25 19,1079.5080486514264
4 2020-08-25 20,910.2511946267282
4 2020-08-25 21,754.4707980410187
4 2020-08-25 22,709.4669009068907
4 2020-08-25 23,678.3291851046278
4 2020-08-26 00,547.4836945863684
4 2020-08-26 01,485.20546166832776
4 2020-08-26 02,480.8512259755087
4 2020-08-26 03,461.8643746936073
4 2020-08-26 04,437.38420464787816
4 2020-08-26 05,409.9666002646883
4 2020-08-26 06,448.61056663620303
4 2020-08-26 07,282.20450671254514
4 2020-08-26 08,676.9135271621142
4 2020-08-26 09,1055.7750673019311
4 2020-08-26 10,1465.4093468016276
4 2020-08-26 11,1487.06919693124
4 2020-08-26 12,1404.0085463706987
4 2020-08-26 13,1351.9180404302592
4 2020-08-26 14,1336.2702488035145
4 2020-08-26 15,1317.0819298418876
4 2020-08-26 16,1383.2949116552047
4 2020-08-26 17,1371.0556768940855
4 2020-08-26 18,1197.875446025442
4 2020-08-26 19,1217.0923873464005
4 2020-08-26 20,943.5068444260694
4 2020-08-26 21,991.2240510733163
4 2020-08-26 22,909.655248847919
4 2020-08-26 23,871.1373724535639
4 2020-08-27 00,497.1465886495342
4 2020-08-27 01,734.8347002015067
4 2020-08-27 02,709.8754585824024
4 2020-08-27 03,704.1534451704418
4 2020-08-27 04,692.4566901988863
4 2020-08-27 05,698.7730727294515
4 2020-08-27 06,733.8811082702078
4 2020-08-27 07,910.4365847692193
4 2020-08-27 08,1195.1819628006383
4 2020-08-27 09,1656.7404190454124
4 2020-08-27 10,1031.2802952019167
4 2020-08-27 11,969.9886175213587
4 2020-08-27 12,912.1015338442201
4 2020-08-27 13,883.4569769403374
4 2020-08-27 14,864.6528024606224
4 2020-08-27 15,916.6362574950919
4 2020-08-27 16,848.7006282562966
4 2020-08-27 17,742.897057096035
4 2020-08-27 18,1206.1908690129262
4 2020-08-27 19,1227.1305662573454
4 2020-08-27 20,981.7457060867384
4 2020-08-27 21,1028.9179056461633
4 2020-08-27 22,948.0777185144791
4 2020-08-27 23,908.6618060140902
4 2020-08-28 00,586.2430665009227
4 2020-08-28 01,531.3222800384488
4 2020-08-28 02,543.7243237325472
4 2020-08-28 03,513.3594858464567
4 2020-08-28 04,489.20567014293397
4 2020-08-28 05,466.50874074989196
4 2020-08-28 06,541.7970333047188
4 2020-08-28 07,375.1115318667204
4 2020-08-28 08,753.2893342801093
4 2020-08-28 09,1141.60813007282
4 2020-08-28 10,1574.7295319131479
4 2020-08-28 11,1598.1150353215664
4 2020-08-28 12,1511.367004360246
4 2020-08-28 13,1507.8844561340152
4 2020-08-28 14,1526.699211112142
4 2020-08-28 15,1454.7071733100506
4 2020-08-28 16,1425.08617952531
4 2020-08-28 17,1374.776212421787
4 2020-08-28 18,1203.8392902297978
4 2020-08-28 19,1247.6670067834036
4 2020-08-28 20,1044.85414294947
4 2020-08-28 21,1041.0927489084888
4 2020-08-28 22,965.0062115348355
4 2020-08-28 23,956.047751369508
4 2020-08-29 00,617.9098720886409
4 2020-08-29 01,604.4918791584544
4 2020-08-29 02,577.0293562111654
4 2020-08-29 03,564.1039846208505
4 2020-08-29 04,570.5752620524025
4 2020-08-29 05,566.5368403906177
4 2020-08-29 06,558.0317073049395
4 2020-08-29 07,403.89415951506834
4 2020-08-29 08,382.4191837561364
4 2020-08-29 09,716.0824231642789
4 2020-08-29 10,961.6983712126464
4 2020-08-29 11,993.0908701451167
4 2020-08-29 12,1159.585627638844
4 2020-08-29 13,1061.0829116109103
4 2020-08-29 14,1041.354711445358
4 2020-08-29 15,1047.619166858735
4 2020-08-29 16,964.2616024512893
4 2020-08-29 17,863.721256431772
4 2020-08-29 18,1549.684107614496
4 2020-08-29 19,1429.9309423832308
4 2020-08-29 20,1200.6911717282073
4 2020-08-29 21,1143.8124803604019
4 2020-08-29 22,1009.3481184726654
4 2020-08-29 23,1009.7555483900285
4 2020-08-30 00,589.2582525753994
4 2020-08-30 01,586.0035408286104
4 2020-08-30 02,576.659537698989
4 2020-08-30 03,509.3292597795649
4 2020-08-30 04,509.41920106538635
4 2020-08-30 05,482.2053518082488
4 2020-08-30 06,450.4287729802277
4 2020-08-30 07,319.6868049762358
4 2020-08-30 08,628.9066769033234
4 2020-08-30 09,1123.4568192450965
4 2020-08-30 10,1712.179414958976
4 2020-08-30 11,1743.8599212282372
4 2020-08-30 12,1731.3776017138125
4 2020-08-30 13,1634.5497378875248
4 2020-08-30 14,1703.2445162770314
4 2020-08-30 15,1545.1755466031034
4 2020-08-30 16,1601.5166430597649
4 2020-08-30 17,1632.4134178009308
4 2020-08-30 18,1580.2082774463322
4 2020-08-30 19,863.3386903593274
4 2020-08-30 20,779.1826288942133
4 2020-08-30 21,1146.840756577283
4 2020-08-30 22,1020.2183724239189
4 2020-08-30 23,1116.322122061179
4 2020-08-31 00,849.5409139685144
4 2020-08-31 01,793.970583377132
4 2020-08-31 02,791.3970587672919
4 2020-08-31 03,724.5292114319436
4 2020-08-31 04,717.5656857081937
4 2020-08-31 05,694.0178885663347
4 2020-08-31 06,458.86782002764073
4 2020-08-31 07,503.8945307160685
4 2020-08-31 08,1049.0177071051446
4 2020-08-31 09,1391.088852968875
4 2020-08-31 10,1956.07443580238
4 2020-08-31 11,2010.6799695158925
4 2020-08-31 12,1937.6298689510802
4 2020-08-31 13,1506.392082434188
4 2020-08-31 14,1432.8766596866094
4 2020-08-31 15,1446.9381595427346
4 2020-08-31 16,1390.9264268447519
4 2020-08-31 17,1412.291718761377
4 2020-08-31 18,1660.0058164045802
4 2020-08-31 19,1563.6348284794808
4 2020-08-31 20,1280.9195573131824
4 2020-08-31 21,984.9537247691203
4 2020-08-31 22,912.3450397942163
4 2020-08-31 23,885.5271918606537
5 2020-08-25 00,1539.237178953986
5 2020-08-25 01,1506.0346792000907
5 2020-08-25 02,1516.7141273722818
5 2020-08-25 03,1433.6795484341783
5 2020-08-25 04,1389.3998474124035
5 2020-08-25 05,1136.2928533043498
5 2020-08-25 06,1000.5930698296395
5 2020-08-25 07,882.3587182729602
5 2020-08-25 08,1069.781414241966
5 2020-08-25 09,1473.345527413445
5 2020-08-25 10,1536.7741483617824
5 2020-08-25 11,1591.7286339395546
5 2020-08-25 12,1521.726920673335
5 2020-08-25 13,1478.3580402110697
5 2020-08-25 14,1480.7656756753292
5 2020-08-25 15,1460.3171599784291
5 2020-08-25 16,1471.54115413203
5 2020-08-25 17,1392.3315604533516
5 2020-08-25 18,1301.0819240763228
5 2020-08-25 19,1523.377335436222
5 2020-08-25 20,1777.8292755703637
5 2020-08-25 21,1865.2936687447186
5 2020-08-25 22,1874.7793088380001
5 2020-08-25 23,1855.4112336096086
5 2020-08-26 00,1499.5148128105393
5 2020-08-26 01,1486.6592106872756
5 2020-08-26 02,1473.2571549362021
5 2020-08-26 03,1450.3356007551395
5 2020-08-26 04,1420.6235326378333
5 2020-08-26 05,1128.5743818929534
5 2020-08-26 06,993.4739396230094
5 2020-08-26 07,936.9293077429309
5 2020-08-26 08,1301.8882247112779
5 2020-08-26 09,1605.4220738183394
5 2020-08-26 10,1689.865836753867
5 2020-08-26 11,1688.9552215516298
5 2020-08-26 12,1599.8223382991193
5 2020-08-26 13,1587.7319670727695
5 2020-08-26 14,1600.1399245490743
5 2020-08-26 15,1590.3039106196466
5 2020-08-26 16,1526.3099115269094
5 2020-08-26 17,1521.8069164445797
5 2020-08-26 18,1399.1710908619957
5 2020-08-26 19,1604.4522660488406
5 2020-08-26 20,1844.1684842492912
5 2020-08-26 21,2037.1074970259915
5 2020-08-26 22,2059.082048159147
5 2020-08-26 23,1986.3594130684387
5 2020-08-27 00,1413.8803979870195
